zone_name,venue_type,count,density,occupancy_ratio,avg_speed,flow_in,avg_dwelltime,flow_out,flow_imbalance,flow_ratio,count_t-1,density_t-1,flow_in_t-1,count_trend,density_change_rate,rolling_count_3h,neighbor_density_avg,neighbor_flow_in,event_type,event_scale,time_to_event_start,time_to_event_end,hour_of_day,day_of_week,is_weekend,pressure_score,exit_blocked_flag,exits_open_count,zone_capacity,zone_area_sqm,num_exits,weather,temperature_c,scenario_id,scenario_name,model_used,category,label
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,5,7,10,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,4,6,11,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,13.77,0.02381,0.025,0.8008,508,1.71,493,15,1.0304,0.0,0.0,0,13.77,0.02381,0.0,0.01678,575.0,none,0,3,5,12,1,0,0.12857,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,33.0,0.04643,0.0488,0.8078,1238,1.71,1216,22,1.0181,13.77,0.02381,508,19.23,0.02262,4.59,0.05582,1492.0,none,0,2,4,13,1,0,0.43333,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,40.22,0.05238,0.055,0.8071,1507,1.71,1505,2,1.0013,33.0,0.04643,1238,7.22,0.00595,15.59,0.09041,1914.0,none,0,1,3,14,1,0,0.26429,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,11.73,0.02738,0.0288,0.7971,436,1.71,465,-29,0.9376,40.22,0.05238,1507,-28.48,-0.025,28.99,0.06549,826.0,none,0,0,2,15,1,0,0.4381,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.2,0.00357,0.0037,0.0856,8,1.71,18,-10,0.4444,11.73,0.02738,436,-11.53,-0.02381,28.32,0.01342,36.0,none,0,-1,1,16,1,0,0.01905,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.2,0.00357,8,-0.2,-0.00357,17.38,0.0,0.0,none,0,-2,0,17,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,3.98,0.0,0.0,none,0,-3,-1,18,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.07,0.0,0.0,none,0,-4,-2,19,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-5,-3,20,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-6,-4,21,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-7,-5,22,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_north,stadium,0.0,0.0,0.0,0.0,0,1.71,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-8,-6,23,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,15,17,0,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,14,16,1,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,13,15,2,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,12,14,3,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,11,13,4,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,10,12,5,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,9,11,6,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,8,10,7,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,7,9,8,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,6,8,9,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,5,7,10,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,4,6,11,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,2.28,0.00595,0.0063,0.713,136,0.79,135,1,1.0074,0.0,0.0,0,2.28,0.00595,0.0,0.00737,529.0,none,0,3,5,12,1,0,0.01905,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,5.38,0.0119,0.0125,0.7424,323,0.79,319,4,1.0125,2.28,0.00595,136,3.1,0.00595,0.76,0.02352,1594.0,none,0,2,4,13,1,0,0.05714,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,7.23,0.01429,0.015,0.7538,434,0.79,432,2,1.0046,5.38,0.0119,323,1.85,0.00239,2.56,0.03633,2197.0,none,0,1,3,14,1,0,0.09167,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,2.32,0.00833,0.0088,0.7059,139,0.79,145,-6,0.9586,7.23,0.01429,434,-4.92,-0.00596,4.97,0.02557,1129.0,none,0,0,2,15,1,0,0.01786,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.15,0.00595,0.0063,0.0363,9,0.79,10,-1,0.9,2.32,0.00833,139,-2.17,-0.00238,4.98,0.00575,189.0,none,0,-1,1,16,1,0,0.02381,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.15,0.00595,9,-0.15,-0.00595,3.23,0.0,0.0,none,0,-2,0,17,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.82,0.0,0.0,none,0,-3,-1,18,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.05,0.0,0.0,none,0,-4,-2,19,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-5,-3,20,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-6,-4,21,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-7,-5,22,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
main_gate_south,stadium,0.0,0.0,0.0,0.0,0,0.79,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-8,-6,23,1,0,0.0,0,8,800,840.0,8,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,15,17,0,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,14,16,1,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,13,15,2,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,12,14,3,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,11,13,4,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,10,12,5,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,9,11,6,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,8,10,7,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,7,9,8,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,6,8,9,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,5,7,10,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,4,6,11,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,137.93,0.04844,0.0698,0.7483,297,1.72,18,279,16.5,0.0,0.0,0,137.93,0.04844,0.0,0.01077,840.0,none,0,3,5,12,1,0,0.28802,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,471.78,0.11545,0.1663,0.8038,723,1.72,338,385,2.1391,137.93,0.04844,297,333.85,0.06701,45.98,0.03135,2111.0,none,0,2,4,13,1,0,1.43993,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,778.0,0.15313,0.2205,0.8433,890,1.72,672,218,1.3244,471.78,0.11545,723,306.22,0.03768,203.24,0.04624,2702.0,none,0,1,3,14,1,0,2.43125,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,554.22,0.15556,0.224,0.813,282,1.72,938,-656,0.3006,778.0,0.15313,890,-223.78,0.00243,462.57,0.02861,1024.0,none,0,0,2,15,1,0,4.9125,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,105.97,0.03889,0.056,0.7929,10,1.72,236,-226,0.0424,554.22,0.15556,282,-448.25,-0.11667,601.33,0.00552,35.0,none,0,-1,1,16,1,0,0.27778,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,105.97,0.03889,10,-105.97,-0.03889,479.39,0.0,0.0,none,0,-2,0,17,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,220.06,0.0,0.0,none,0,-3,-1,18,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,35.32,0.0,0.0,none,0,-4,-2,19,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-5,-3,20,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-6,-4,21,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-7,-5,22,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_lower,stadium,0.0,0.0,0.0,0.0,0,1.72,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-8,-6,23,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,15,17,0,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,14,16,1,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,13,15,2,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,12,14,3,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,11,13,4,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,10,12,5,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,9,11,6,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,8,10,7,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,7,9,8,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,6,8,9,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,5,7,10,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,4,6,11,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,18.58,0.00451,0.0065,0.7705,332,2.41,321,11,1.0343,0.0,0.0,0,18.58,0.00451,0.0,0.00547,387.0,none,0,3,5,12,1,0,0.02917,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,34.6,0.00781,0.0112,0.8179,1069,2.41,1037,32,1.0309,18.58,0.00451,332,16.02,0.0033,6.19,0.01788,952.0,none,0,2,4,13,1,0,0.07639,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,48.57,0.01146,0.0165,0.812,1515,2.41,1514,1,1.0007,34.6,0.00781,1069,13.97,0.00365,17.73,0.02752,1287.0,none,0,1,3,14,1,0,0.14219,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,26.7,0.0099,0.0143,0.8015,920,2.41,944,-24,0.9746,48.57,0.01146,1515,-21.87,-0.00156,33.92,0.01876,392.0,none,0,0,2,15,1,0,0.12535,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,4.18,0.00278,0.004,0.7181,179,2.41,199,-20,0.8995,26.7,0.0099,920,-22.52,-0.00712,36.62,0.00418,20.0,none,0,-1,1,16,1,0,0.01719,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,4.18,0.00278,179,-4.18,-0.00278,26.48,0.0,0.0,none,0,-2,0,17,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,10.29,0.0,0.0,none,0,-3,-1,18,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,1.39,0.0,0.0,none,0,-4,-2,19,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-5,-3,20,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
concourse_upper,stadium,0.0,0.0,0.0,0.0,0,2.41,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,none,0,-6,-4,21,1,0,0.0,0,12,4000,5760.0,12,clear,25,stadium_prematch_steady,Pre-Match Steady Entry,CFSM,A,0
